Date,Territoire,Sujet,Thème,Nbre d'article,Qualité du retour,Média,Articles,Qualité du retour2,Tonalité,sentiment,factuel
11/30/2023,Nord,Une nouvelle borne électrique en ville,mobilite electrique,1.0,positif nuance, la voix du nord,,positif nuancé,positif nuancé,positif,False
11/30/2023,Nord,"Quaëdypre : des transformateurs électriques devenus oeuvres d’art,
zone de la Croix-Rouge",rse,2.0,positif, la voix du nord,,Positif,positif,positif,False
12/01/2023,Pas de calais,"Vermelles, un homme se tue dans un accident ",divers,1.0,factuel,Croix du Nord,"Un homme est mort dans un accident
à Vermelles, dans le Pas-de-
Calais, dans la nuit du vendredi 24
au samedi 25 novembre 2023. Simon
Louvet/76actu/Archives
es secours n'ont rien pu
faire. Dans la nuit du vendredi
24 au samedi 25 novembre
2023, un homme de 48
ans est mort dans un accident
sur la route nationale à Vermelles,
dans le Pas-de-Calais.
Un homme heurte
un pylône
Il était aux alentours de 2h15
lorsque les secours sont intervenus
sur place. Pour une raison
que nous ignorons, la voiture
avait quitté la route et
heurté un pylône électrique. La
victime était seule dans le véhicule.
Une dizaine de pompiers
étaient présents sur place, ainsi
que le SMUR, la police, Enedis
et le maire de la commune.
Une enquête a été ouverte afin
de comprendre les circonstances
exactes de cet accident.
■",Factuel,factuel,neutre,True
12/01/2023,Nord,Des graffiti porteurs d’espoir et de paix à l’école Simone Veil,rse,1.0,positif,L'observateur du valenciennois ,"ANZIN
Après avoir illuminé la Croix
d’Anzin, Hiz Graff est de retour
pour mettre de la couleur dans
la cour de l’école Simone Veil.
Plusieurs graffiti, en cours
d’exécution, égaient et embellissent
déjà le transformateur
Enédis : on y retrouve Marianne
d’un côté, une colombe
de l’autre et Simone Veil au milieu
portant un regard porteur
d’espoir sur la cour de récréation.
Des symboles de liberté,
d’égalité, de fraternité mais
aussi de paix et de bienveillance
pour les élèves de la
nouvelle école qui sera inaugurée
ce vendredi 1er décembre.",Positif,positif,positif,False
12/01/2023,Nord,RTE change 17 km de câbles de garde,partenariats industriels/academiques,1.0,positif nuance,Le courrier de fourmies,"RTE change 17 km de câbles de garde
FOURMIES ET ALENTOURS Afin de sécuriser l’alimentation électrique du territoire,
RTE, en lien avec Enedis, change 17 km de câbles de garde entre Hirson et
Fourmies. D’où l’installation de 30 portiques.Enedis, partenaire
de RTE, a installé
trois puissants
groupes électrogènes
qui serviront
à prendre le relai en
cas d’incident.
ombreux sont celles et
ceux qui se posent la
question : à quoi peuvent bien
servir les portiques métalliques
installés le long des routes, à
Wignehies, Fourmies, ou encore
Hirson ?
SUPPORT DE
DÉCORATIONS
POUR NOEL OU
AUTRES ?
La question de l’utilité de ces
portiques a été posée par un
élu lors du dernier conseil municipal
à Fourmies. Elle avait
obtenu comme réponse de Mickael
Hiraux « ils sont destinés
aux travaux sur le réseau électrique
». Pour obtenir une réponse
précise , il suffisait de
contacter RTE (Réseau de
Transport d’Électricité) Hautsde-
France.
Ces portiques servent de protection
dans le cadre d’un
grand chantier diligenté par
RTE. Depuis le mardi 14 novembre,
la filiale d’EDF déroule,
en effet, 17 km de câble
entre Hirson/Buire et Fourmies.
Il s’agit d’un câble dit « de
garde », autrement dit d’un
câble dont la mission est de
protéger de la foudre le câble
Très Haute Tension (THT) de
63 000 volts situé en dessous.
L’opération consiste, par conséquent,
à préserver les axes
routiers traversés par cette
ligne électrique en évitant la
chute accidentelle d’un des
câbles sur le réseau routier ou
éventuellement sur d’autres
lignes électriques lorsqu’elles
se croisent. Au total, il faut ainsi
30 portiques, lesquels vont
être démontés et emmenés au
fur et à mesure de
l’avancement des travaux.
C’est-à-dire jusqu’aux alentours
du 22 décembre prochain.
750 000 €
Partenaire de RTE, Enedis participe
également à ce chantier
un peu hors normes.
Cette société chargée de la distribution
de l’électricité a amené
trois puissants groupes
électrogènes de 100 kW. Ces
groupes serviront en cas
d’incident lors des travaux,
pour éviter une éventuelle coupure.
L’objectif final de cette
opération, dont le coût avoisine
les 750 000 euros pour RTE,
est de sécuriser davantage
l’alimentation électrique du
territoire.
A ce propos, RTE a annoncé, le
8 novembre dernier, que le
risque de coupures de courant
ciblées, dites « de délestage »,
va être faible cet hiver. Enfin
une bonne nouvelle !",positif nuancé,positif nuancé,positif,False
12/01/2023,Nord,"Hazebrouck : pourquoi des rues sans lumière dans le quartier
de la gare ?",reseau,2.0,negatif nuance,La voix du Nord,"Plusieurs habitants étaient en colère sur les réseaux sociaux ces
derniers jours. Motif de la contestation : plusieurs rues à proximité
de la gare d’Hazebrouck ont été plongées dans le noir. On parle
plus précisément des rues de Dunkerque, de la Clé, d’Hondeghem,
Donckèle ou encore, le boulevard de l’Abbé-Lémire. Des
axes très passants.
Un problème au niveau des armoires
électriques
Est-ce en raison des chantiers de voirie menés notamment au niveau
de la rue de Vieux-Berquin ? Contactée, la ville d’Hazebrouck
évacue cette hypothèse. La panne d’éclairage public a été occasionnée
par un dysfonctionnement des armoires électriques à proximité.
« Il y a un défaut d’alimentation vers les réseaux électriques »,
précise Hervé Delva, conseiller délégué à la gestion et à
l’amélioration du patrimoine immobilier.
La ville a donc sollicité Enedis, qui a réglé le problème ce jeudi en
début de soirée. Une information confirmée par le gestionnaire du
réseau de distribution d’électricité.Près de la gare d’Hazebrouck, plusieurs rues ont été privées d’éclairage
public ces derniers jours. Photo illustration Marc Demeure",négatif nuancée,négatif nuancé,negatif,False
12/01/2023,Pas de calais,"Arras : chantiers immobiliers stoppés, les propriétaires du groupe City désespèrent",divers,1.0,factuel,Nord Littoral,"savoir. Le promoteur immobilier Fiducim, devenu le groupe City,
est une entreprise créée par les Artésiens Julien Ridon et Christophe
Petit, en 2013. Ces derniers ont entrepris de nombreux chantiers
à Arras. Depuis 2020 et le rachat de la société parisienne Hervé,
le groupe City proposait des chantiers menés de A à Z grâce à
la nouvelle filiale construction. Le Covid, la pénurie de matières
premières, de main d’oeuvre ou encore l’inflation ont retardé les
chantiers, tout comme la mise en liquidation judiciaire de la filiale
construction Hervé.
Consultez l’actualité en vidéo
Ils sont des centaines, à attendre désespérément, que les chantiers
du groupe City, ex-Fiducim, reprennent. Que ce soit à Lens ou Arras.
Dans la ville préfecture, le promoteur y a plusieurs chantiers,
que ce soit voie Notre-Dame-de-Lorette en direction de Sainte-Catherine,
ou le Base camp, à l’entrée nord d’Arras, avenue Michonneau.
Là, depuis quelques semaines, le chantier connaît un peu
d’animations.
Ce que suivent de près les propriétaires, qui se donnent des nouvelles
via un groupe Facebook et un collectif lancé. Comme tous les
propriétaires, Stéphane Siran est dépité. « J’ai signé en 2020 pour
être livré en 2022. En 2022, le chantier en était à deux mètres du
sol. On est très loin dans les délais… » Il habite Reims, et croyait
pouvoir faire confiance à Fiducim en achetant deux logements : un
au Base Camp, et un autre dans le programme Luminescence à
Lens. « Pendant trois ou quatre ans, le seul contact se résumait à
un courrier recommandé par an, avec une lettre type, qui me noti‐fiait que je ne serais pas livré cette année. Quand j’ai appris la
chute de la filiale qui construit, j’ai pris la foudre et ça m’a vraiment
énervé. Aujourd’hui, on a un contact identifié ou presque, qui
ne répond jamais par écrit. Quelqu’un répond, alors on est
content », souligne-t-il ironiquement.
S’il reconnaît avoir fait « un investissement foireux, clairement »,
Stéphane Siran a choisi de prendre un avocat, pour défendre ses intérêts.
« Je reconnais et j’assume, je n’ai pas pris le temps, je n’ai
pas étudié la situation de Fiducim. Leur présentation était séduisante
et ils ont demandé beaucoup de papiers, c’était gage de sérieux
pour moi. »
L’heure des premiers remboursements
Une réunion de chantier s’est tenue le 11 octobre, mais Stéphane
Siran n’a pas pu y participer. « Elle avait lieu depuis l’hôtel juste en
face. Ils ont expliqué le problème de la faillite de la filiale. En gros,
ce n’est pas de notre faute, c’est la filiale. Nous sommes totalement
à la merci de deux ou trois individus, derrière une entité juridique,
qui se déchargent de tout. » Il salue en revanche « un réel effort de
communication », tout en notant que la reprise des chantiers était
annoncée en octobre-novembre, « mais on arrive en décembre bientôt…
» Dans le groupe Facebook du collectif, des propriétaires saluent,
eux, « un discours rassurant ».
« Leur présentation était séduisante et ils ont demandé beaucoup
de papier, c’était gage de sérieux pour moi. »
Avec l’aide de son avocat, le propriétaire a fait parvenir à City Immobilier
un courrier recommandé, « pour une mise en demeure,
mais il n’a jamais été réclamé ! » En parallèle, une résolution de la
vente va être faite, « mais je sais que cela ne sert à rien et que cela
peut se retourner contre moi. Cette démarche, pour les juridictions
d’Arras et Lens, ça me coûte 5 000 euros, mais je ne peux pas me
résoudre à ne rien faire ! »
Pour poursuivre ses démarches, Stéphane Siran a interpellé la
Communauté urbaine d’Arras et la ville, en faisant parvenir, le 21
novembre, un mail à Frédéric Leturque et Jean-Pierre Ferri. Depuis
trois mois, Stéphane Siran, comme d’autres propriétaires certainement,
a commencé à rembourser l’un des prêts, 600 euros par
mois. « Je peux me le permettre pour le moment, mais quand je devrais
rembourser le deuxième prêt, je ne suis pas tranquille. »
Quoiqu’il se passe ensuite, pour lui, « c’est la première et dernière
fois que j’investis. »
Sur le site du Base Camp, des grues devraient revenir en décembre,
une fois les branchements électriques faits par Enedis,
précise un membre du Collectif. Du côté de la Fonderie, le chantier
est lui aussi remis au propre. Signe de reprise imminente ?",factuel,factuel,neutre,True
12/01/2023,Nord,Douai : les pompiers chez Picard pour une surchauffe,divers,2.0,factuel,La voix du Nord,"Une sorte d’odeur de brûlé, c’est ce qui a justifié l’appel aux sapeurs-
pompiers. Ce vendredi après-midi, peu avant 14 heures, les
sapeurs-pompiers de Douai, GrDF et Enedis sont intervenus dans le
magasin de surgelés Picard, situé dans la galerie commerciale du
supermarché Match, rue du Kiosque à Douai. Le magasin a été fermé
et le personnel évacué le temps pour les secours de procéder
aux vérifications dans le bâtiment. La surchauffe d’un appareil de
chauffage serait en cause. Rien de grave. L’intervention a duré
moins d’une heure.",factuel,factuel,neutre,True
12/02/2023,Pas de calais,"Deux nouvelles offres de restauration très attendues dans la zone actiparc, près d'arras",client,2.0,negatif,La voix du Nord,"H AZEBROCUK. Plusieurs
habitants étaient en colère
sur les réseaux sociaux
ces derniers jours. Motif de la
contestation : plusieurs rues à
proximité de la gare
d’Hazebrouck ont été plongées
dans le noir. On parle plus précisément
des rues de Dunkerque,
de la Clé,
d’Hondeghem, Donckèle ou encore,
le boulevard de l’Abbé-
Lémire. Des axes très passants.
Est-ce en raison des
chantiers de voirie menés notamment
au niveau de la rue
de Vieux-Berquin ? Contactée,
la ville d’Hazebrouck évacue
cette hypothèse. La panne
d’éclairage public a été occasionnée
par un dysfonctionnement
des armoires électriques
à proximité. « Il y a un défaut
d’alimentation vers les réseaux
électriques », précise Hervé
Delva, conseiller délégué à la
gestion et à l’amélioration du
patrimoine immobilier. La ville
a donc sollicité Enedis, qui a
réglé le problème jeudi en début
de soirée. Une information
confirmée par le gestionnaire
du réseau de distribution
d’électricité.
Mostefa Mostefaoui",negatif,négatif,negatif,False
12/02/2023,Nord,"Près de Steenvoorde, deux jeunes de 19 et 20 ans blessés après une
violente sortie de route",divers,2.0,factuel,Nord Littoral,"Le choc a été violent. Ce samedi 2 décembre, aux alentours de
5h50, un accident de la circulation s’est produit à Winnezeele, près
de Steenvoorde. Un véhicule qui circulait sur la RD947 en direction
de Bray-Dunes, via le hameau du Droogland, a effectué une violente
sortie de route.
La voiture a percuté et arraché un pylône électrique en béton ainsi
qu’un poteau en bois, avant de terminer sa route en bordure de
champ. Les deux passagers du véhicule, âgés de 19 et 20 ans, ont
été désincarcérés après l’intervention des sapeurs-pompiers de
Cassel et Steenvoorde.
Transportés au Centre Hospitalier de
Dunkerque
Le SAMU s’est également déplacé sur place pour contrôler l’état de
santé des deux jeunes hommes. Ils ont tous les deux été transportés
au Centre Hospitalier de Dunkerque pour des examens complémentaires.
Malgré la violence du choc, leurs jours ne seraient pas en
danger.
Au cours de la matinée, les services d’ENEDIS sont intervenus sur
place pour réparer les dégâts. Une enquête a été ouverte par la
gendarmerie pour déterminer les circonstances exactes de
l’accident.",factuel,factuel,neutre,True
12/02/2023,Nord,Sailly-sur-la-Lys : Enedis plante plus de 600 arbres dans la commune,rse,2.0,positif,La voix du nord,"Une salariée d'Enedis, Karima Bensalem, a initié un challenge visant
à planter un arbre pour chaque client satisfait de leurs services.
Grâce à la mobilisation des employés et à l'atteinte de
l'objectif de 7 000 clients satisfaits entre mai et septembre, 1 000
arbres seront plantés dans la région du Nord et du Pas-de-Calais.
Le premier acte de cette initiative a eu lieu vendredi 24 et samedi
25 novembre à Sailly, en collaboration avec l'association Canopée
Reforestation.
Durant ce week-end, 608 arbres ont été plantés à Sailly-sur-la-Lys,
avec la participation active des employés d'Enedis volontaires. La
plantation se poursuivra avec la collaboration des habitants de la
région. D'autres sites, dont Anstaing et Landas, bénéficieront également
de cette action, avec la mise en terre de 192 et 200 arbres
respectivement.",positif,positif,positif,False
12/03/2023,Pas de calais,Un feu de dépendance ce dimanche matin à Bailleulval,divers,1.0,factuel,La voix du nord,"Le réveil a été difficile ce dimanche matin pour les habitants de
Bailleulval. Il était 5 h 15, quand un incendie s’est déclaré dans une
dépendance d’une habitation située 15 Grand-Rue. L’incendie a eu
lieu au niveau du rez-de-chaussée et des combles accolées à la maison.
Au moment du sinistre, les propriétaires n’étaient pas présents.
Consultez l’actualité en vidéo
Les sapeurs-pompiers d’Avesnes-le-Comte et d’Arras se sont rendus
sur place. Trois lances, dont l’une sur la grande échelle, ont été
mises en action pour circonscrire l’incendie, qui fort heureusement,
ne s’est pas propagé à l’habitation.
Les services d’Enedis se sont également rendus sur place tous
comme les gendarmes de la brigade de Beaumetz-les-Loges pour
les constations d’usage. Une fois l’incendie maîtrisé, les soldats du
feu ont procédé aux opérations de dégarnissage de la toiture pour
éviter toutes reprises.
Le temps des opérations de secours qui se sont terminées vers 9 h,
la circulation s’est faite de manière alternée sur la D1. Le maire
Harold Tétu et le premier adjoint se sont également déplacés sur
les lieux du sinistre pour s’enquérir de la situation.
Ce n’est pas la première fois qu’un incendie se déclare dans le village.
En juin dernier, une dépendance d’une habitation avait été
touchée.",Factuel,factuel,neutre,True
12/04/2023,Nord,"Watten, coupure d'électricité",reseau,1.0,factuel,La voix du nord,,Factuel,factuel,neutre,True
12/04/2023,Nord-Pas-de-Calais,Illuminations de Noel : les municipalités se posent la question de la sobriété énergétique,client,1.0,factuel,France 3 Nord pas de calais ,,Factuel,factuel,neutre,True
12/05/2023,Pas de calais,"UN POMPIER LÉGÈREMENT BLÉSSÉ APRÈS AVOIR
PERCUTÉ",divers,2.0,factuel,La voix du nord,"U N POMPIER LÉGÈREMENT
BLÉSSÉ APRÈS
AVOIR PERCUTÉ
UN POTEAU ÉLECTRIQUE
LA CAUCHIE. C’est vraisemblablement
à cause des routes
rendues glissantes par le verglas
qu’un automobiliste qui
circulant sur la D1 en direction
de Bailleulmont a perdu le
contrôle de sa voiture, hier matin
vers 7 h 10 à La Cauchie,
au croisement de la D 1 et de
la D 8. La voiture a percuté un
poteau électrique en béton qui
s’est cassé sous l’effet du choc.
La clôture d’une habitation a
également été endommagée.
Sorti à l’arrivée des pompiers
de Pas-en-Artois et de Bucquoy,
l’homme âgé d’une quarantaine
d’années est un sapeurpompier
qui rentrait de sa
garde de nuit à Pas-en-Artois.
Ses collègues l’ont transporté
au centre hospitalier d’Arras
pour des examens de contrôle.
Une fois le véhicule pris en
charge par Barbier Dépannage,
les agents d’Enedis devaient
couper l’électricité dans
une partie du village et de procéder
aux réparations. La départementale
1 a été coupée
dans les deux sens de circulation
et devait rester bloquée
une bonne partie de la journée.
DEUX BLÉSSÉS DANS UN
CHOC ENTRE DEUX VOITURES
Habarcq. Il était un peu moins
de 7 h hier matin, quand deux
voitures circulant rue d’Arras
se sont percutées frontalement.
Les conditions climatiques
liées au verglas pourraient
être l’origine de
l’accident. Sortis de leur véhicule
à l’arrivée des secours, un
homme de 30 ans et une
femme de 59 ans ont été pris
en charge par les sapeurs-pompiers
d’Avesnes-le-Comte, Aubigny-
en-Artois et Saint-Polsur-
Ternoise. Tous deux ont été
transportés au centre hospitalier
d’Arras pour des examens
de contrôle. Les gendarmesont
procédé aux constatations
d’usage et assuré la circulationde
manière alternée. ■",Factuel,factuel,neutre,True
12/05/2023,Pas de calais,La fin des coupures de courant rue Bournoville ?,reseau,2.0,factuel,La voix du nord,"M erville . Est-ce la fin
des coupures de courant
à répétition rue Bournoville ?
Lors du passage de la tempête
Ciaran, des branches tombées
sur les lignes basses tension
avaient privé plusieurs habitants
d’électricité, plus de
vingt-quatre heures pour certains.
« Les arbres le long de la
rue n’étaient pas tous taillés,
mais c’est en cours de traitement,
a annoncé Joël Duyck
aux élus du conseil municipal,
jeudi soir. En outre, dans beaucoup
de propriétés, des arbres
touchent la ligne. »
Deux chantiers reportés
Afin de remédier définitivement
au problème, les réseaux
vont être enfouis, en lien avec
Terre d’énergie Flandre (ex-
SIECF) et Enedis. Le reste à
charge pour la commune sera
d’au moins 20 % du montant
du chantier, qui pourrait être
réalisé en 2024. La priorité
étant donné à la rue Bournoville,
l’effacement des réseaux
programmé rues des Capucins
et du Pont-de-Pierre sera reporté.
« On ne peut pas tout
faire », a justifié le maire.
Marc Le Tellier ",Factuel,factuel,neutre,True
12/05/2023,Pas de calais,Longuenesse : un mort et quatorze blessés dans l'incendie d'un immeuble d'habitation,divers,2.0,factuel,France bleu,"Un homme âgé de 36 ans est mort ce lundi soir dans un
violent incendie à Longuenesse. Quatorze autres personnes
ont été blessées, dont une femme âgée de 28 ans, qui s'est
défenestrée.
Un homme de 36 ans est mort ce lundi soir dans un violent incendie
à Longuenesse, près de Saint-Omer dans le Pas-de-Calais. Le feu a
pris vers 23h dans un appartement au deuxième étage d'un immeuble
de la Résidence Normandie.
ⓘ
Publicité
Une cinquantaine de pompiers du secteur sont intervenus pour procéder
au sauvetage des nombreuses victimes. Le bilan fait état de
15 victimes. Le trentenaire qui a sauté par la fenêtre n'a pas survécu.
Une femme de 28 ans qui s'est elle aussi défenestrée, a été
transportée en urgence absolue vers le CHU de Lille.
13 autres personnes ont été plus légèrement touchées : 4 policiers
de Saint-Omer évacués vers le CH Helfaut, 2 femmes de 28 et 48
ans, 5 enfants âgés d'un an et demi à 17 ans ainsi que 2 hommes.
Dans un communiqué, le SDIS du Pas-de-Calais indique qu'il a fallu
reloger 13 personnes.
Enedis, GRDF, les forces de l'ordre, le SAMU et l'élu de la commune
étaient sur les lieux de l'incendie qui a été maîtrisé à l'aide
de deux lances.
Ma France : quelle école pour demain ?
Pédagogie positive, innovations, inclusion, mais aussi drames du
harcèlement, sureffectifs ou encore salaire des enseignants… ces
sujets qui concernent l'école en France sont au coeur de l'actualité
et de l'attention d'une immense majorité de citoyens.",Factuel,factuel,neutre,True
12/05/2023,Nord,Fenain : des odeurs suspectes à l’école Irène-Joliot-Curie,client,2.0,positif nuance,la voix du nord,"Ce mardi peu avant 11 h, les enseignants de l’école Irène-Joliot-Curie
ont déclenché la sirène d’alerte pour de fortes odeurs présentes
dans le bâtiment. Le protocole en cas d’alerte a été appliqué avec
l’évacuation des enfants dans la cour de l’école. Les élèves ont ensuite
été dirigés vers la salle des sports Émile-Broutin, toute
proche. Les sapeurs-pompiers de Somain sont arrivés rapidement
sur les lieux avec plusieurs fourgons pompe-tonne, mais aussi une
ambulance. Les agents de GRDF ainsi que les services de police
étaient aussi sur place, tout comme Daniel Gambiez, adjoint aux
travaux.
Anomalie électrique
L’odeur suspecte semblait venir du sous-sol où se trouve la chaudière
de l’établissement. Une inspection des lieux effectuée par les
pompiers et GRDF a fait apparaître une anomalie sur un compteur
électrique. Anomalie vite réparée par les agents d’ENEDIS. La société
chargée de l’entretien a effectué une vérification complète et
la situation est revenue à la normale. Dès 13 h 30, les enseignants
et les écoliers réintégraient les salles de classe.",positif nuancé,positif nuancé,positif,False
12/05/2023,Nord,Le Decathlon de Lambres-lez-Douai fermé à cause d’un accident de la route,divers,3.0,factuel,la voix du nord,"Sur les lieux de l’accident, à l’entrée du parking du Decathlon de
Lambres-lez-Douai, ce mardi soir. - Sur les lieux de l’accident, à l’entrée
du parking du Decathlon de Lambres-lez-Douai, ce mardi soir.
À l’entrée du parking du magasin Décathlon, situé rue du Faubourg-
de-Paris à Lambres-lez-Douai, il y a une petite armoire électrique
sur le terre-plein herbeux. Ce mardi, peu avant 17 h 30,
cette petite armoire a été percutée par une voiture. Surprise par la
manoeuvre d’un autre véhicule, la conductrice d’une Nissan Micra a
fait un écart et endommagé l’installation électrique.
Les sapeurs-pompiers et les services de police de Douai ont été
alertés et ont dressé un périmètre de sécurité autour du véhicule.
Personne n’a été blessé mais l’électricité a été coupée dans le magasin.
Decathlon, qui aurait dû être ouvert jusqu’à 19 h 30, a été
évacué et a dû fermer prématurément ses portes. Si Enedis le lui
permet, il devrait rouvrir normalement ce mercredi matin.",Factuel,factuel,neutre,True
12/07/2023,Pas de calais,Une voiture percute un pylône,reseau,1.0,factuel,l'abeille de la ternoise,"Sur une chaussée rendue glissante par le verglas, un automobiliste a perdu le
contrôle de sa voiture lundi peu après 7 heures.Le véhicule a terminé sa
course contre un pylône électrique
en béton, fragilisé dans
l'accident, au croisement entre
les routes départementales D1
et D8. Sorti avant l'arrivée des
secours, le quadragénaire, qui
rentrait de sa garde au centre
de secours de Pas-en-Artois, a
été pris en charge par ses collègues
de Pas et Bucquoy. Légèrement
blessé, il a été transporté
au centre hospitalier
d'Arras. Les gendarmes de la
brigade de Foncquevillers ont
coupé la D1 à la circulation jusqu'à
l'enlèvement du véhicule
par le dépanneur Barbier. Les
agents d'Énedis ont procédé
aux réparations sur le pylône
privant ainsi une partie du village
d'électricité durant
quelques heures. ",Factuel,factuel,neutre,True
12/07/2023,Nord,Une maison devient inhabitable suite à un incendie samedi midi,divers,1.0,factuel,l'observateur du douaisis,"La rue Dupire a été
barrée durant
l’intervention par les
fonctionnaires de
police du commissariat
de Douai.
amedi 2 décembre peu
avant midi les secours
sont alertés pour un incendie
dans une maison 40 rue du Dupire
à Flines-lez-Râches.
En l’absence des propriétaires,
appelés par des voisins, les sapeurs
pompiers d’Orchies et de
Flines ont alors pénétré les
lieux pour maîtriser et circonscrire
le sinistre avec plusieurs
lances à eau. Un poêle à bois
calciné évacué hors de
l’habitation semblerait être à
l’origine de l’incendie.
Un fourgon compresseur pour
recharger les appareils respiratoires
utilisés par les sapeurs
pompiers et un véhicule léger
infirmier avec des personnels
en charge du taux d’inhalation
des fumées par les pompiers
intervenants, venus du CIS de
Douai étaient présents durant
l’intervention. Le service
d’urgence d’Enedis a aussi été
dépêché pour couper
l’alimentation électrique du domicile.
Aucun blessé n’est à déplorer
et les maisons voisines
n’ont pas été affectées. La maison
devenue inhabitable, le relogement
dans la famille a été
privilégié selon les services
municipaux locaux. Toutefois le
couple de propriétaires recherche
une autre solution
d’hébergement tel un meublé
pour la durée des travaux.",Factuel,factuel,neutre,True
12/08/2023,Nord,Bonjour,transition ecologique,1.0,positif,la voix du nord,"t pour fort longtemps.
Oui, franchement, ce jour,
nous vous le souhaitons bon.
Mais chacun sait que les bons
jours seront demain de plus en
plus rares si chacun d’entre
nous, dès aujourd’hui et de par
le monde, n’y met pas un peu
(voire beaucoup) du sien. Dans
votre quotidien du jour, nous
abordons ici deux exemples récents
d’actions locales pratiques
vers la nécessaire transition
énergétique et écologique.
Il y a d’une part Enedis
qui expérimente un « chantier
bas carbone » à Cambrai. Et
les agriculteurs de MéthaSolesmois
dont la station de méthanisation
a récemment été
mise en service. Ce processus
biologique producteur de gaz a
(eu) de nombreux détracteurs.
L’avenir permettra rapidement
à chacun de vérifier les arguments
avancés par les uns ou
les autres. En attendant, MéthaSolesmois
recrute, en
l’occurrence son futur responsable
d’exploitation à Solesmes.
Les candidatures
peuvent être adressées à methasolesmois@
gmail.com ! B.
D.",positif,positif,positif,False
12/08/2023,Nord,"Cinq mois après l’incendie de la maison, les murs prennent l’eau faute de suivi",divers,2.0,factuel,La voix du nord,"toujours la partie professionnelle. - Olivier Martinache devant sa maison
incendiée le 17 juin et dont il utilise toujours la partie professionnelle.
« Le plus dur, ce n’est pas de voir sa maison brûler, c’est l’après. Le
traumatisme est plus grand aujourd’hui de voir ma maison prendre
l’eau parce qu’elle n’a pas été suffisamment protégée après le sinistre
», analyse Olivier Martinache. Aujourd’hui, l’odeur
d’humidité a balayé celle des cendres. Le sol est gondolé, imbibé.
Le professionnel vit avec une épée de Damoclès au-dessus de la
tête. Au sens propre : « J’ai toujours peur que le velux au-dessus de
mon bureau ne tombe : tout le plafond est rempli d’eau », assure-til
en montrant le goutte-à-goutte. Impossible de chauffer le local :
la porte-fenêtre a explosé dans l’incendie. « J’ai dû installer des
panneaux provisoires à mes frais ».
Des champignons dans les chambres
Après l’incendie, une entreprise « de décontamination » missionnée
par l’assurance était venue nettoyer les gravats. « Ils ont cassé un
tuyau sous mon évier en nettoyant, inondant la cuisine », se désole
le propriétaire. Elle était aussi chargée de protéger la maison et sa
charpente éventrée. « La bâche n’a pas tenu, il pleuvait dans ma
maison. Je les ai rappelés quatre fois pour la remettre en place… À
la cinquième fois, j’ai contacté mon propre couvreur et c’est moi
qui ai payé », se souvient Olivier Martinache qui lâche :
« L’entreprise de décontamination m’avait répondu que ses gars
avaient peur d’aller sur mon toit »… Un gros de vent a eu raison de
la bâche. Et des champignons se sont invités dans les chambres.
Depuis l’incendie, il a vu passer trois experts. Impossible de se
mettre d’accord sur l’origine de l’incendie « et aucune copie des rapports », déplore le sinistré qui affirme passer « deux à trois
heures par jour » en démarches. Certes, son assurance lui a versé
des « acomptes », « mais je ne sais pas à quoi ça correspond. Il y a
une partie pour mon relogement, en location. Mais on a tout perdu
dans l’incendie, j’ai dû racheter des vêtements, des meubles, des
couettes pour mon couple et mes deux fils… »
Groupe électrogène pour son studio, intervention d’Enedis pour rétablir
un compteur… Olivier Martinache les a aussi payés de sa
poche. Et peste : « J’ai l’impression que mon assurance est devenue
mon pire ennemi, cherchant tous les prétextes pour ne pas payer ».
Lundi dernier, un professionnel est venu enlever le sol imbibé d’eau
de son studio. Mais la charpente prend toujours la pluie. Ses voisins
mitoyens, évacués depuis l’incendie, n’ont pas pu non plus réintégrer
leur logement. Le photographe continue à travailler mais a vu
son chiffre d’affaires chuter de 25 %. Il attend encore de savoir s’il
pourra un jour retrouver son habitation.",factuel,factuel,neutre,True
